model,source,task,ctx,trial_or_sample,policy,budget,ground_truth,prediction,f1,em,rouge_l,contains,llm_judge_score,llm_judge_reason,judge_label,judge_source
BioMistral-7B,bio_lb,clinical_niah,4096,8,SnapKV,256,['I21.0'],I21.0 (ST elevation myocardial anterior wall),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,AdaSnapKV,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall).,0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,H2O,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_σ8,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_Adaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_RatioAdaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_Quest,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_Gaussian,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_AnchorExp,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,8,KiaOmni_Scissorhands,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,FullContext,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,BlockSal,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,SnapKV,256,['J18.9'],J18.9,1.0,1.0,1.0,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,AdaSnapKV,256,['J18.9'],J18.9 (pneumonia unspecified organism),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,H2O,256,['J18.9'],J18.9 (pneumonia unspecified),0.5,0.0,0.5,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_σ8,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_Adaptive,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_RatioAdaptive,256,['J18.9'],J18.9 (pneumonia unspecified organism),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_Quest,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_Gaussian,256,['J18.9'],J18.9 (pneumonia unspecified organism),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_AnchorExp,256,['J18.9'],J18.9 (pneumonia unspecified organism).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,9,KiaOmni_Scissorhands,256,['J18.9'],J18.9 (pneumonia unspecified),0.5,0.0,0.5,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,FullContext,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants).,0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,BlockSal,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01 (long-term current use of anticoagulants).,0.125,0.0,0.125,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,SnapKV,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.0.,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_lb,clinical_niah,4096,10,AdaSnapKV,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants).,0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,H2O,256,['Z79.01'],Z79.01 (long-term current use of antagants),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_σ8,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01 (long-term current use of anticoagulants).,0.125,0.0,0.125,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_Adaptive,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01 (long-term current use of anticoagulants).,0.125,0.0,0.125,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_RatioAdaptive,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_Quest,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_Gaussian,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_AnchorExp,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,10,KiaOmni_Scissorhands,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,FullContext,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,BlockSal,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,SnapKV,256,['M05.79'],M0. (rheumatoid arthritis seronegative).,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_lb,clinical_niah,4096,11,AdaSnapKV,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,H2O,256,['M05.79'],M05.79 (rheumatoid arthritis multiple seronegative).,0.3333333333333333,0.0,0.33333333333333337,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_σ8,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_Adaptive,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_RatioAdaptive,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_Quest,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_Gaussian,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_AnchorExp,256,['M05.79'],M05.79 (rheumatoid arthritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,11,KiaOmni_Scissorhands,256,['M05.79'],M05.79 (rheumatoid arritis multiple sites seronegative),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,FullContext,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,BlockSal,256,['I48.91'],I48.91 (unspecified atrial fibrillation),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,SnapKV,256,['I48.91'],I48.9,0.0,0.0,0.0,0.0,,,CORRECT,llm
BioMistral-7B,bio_lb,clinical_niah,4096,12,AdaSnapKV,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,H2O,256,['I48.91'],I48.91 (unspecified atrial fibrillation),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_σ8,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_Adaptive,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_RatioAdaptive,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_Quest,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_Gaussian,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_AnchorExp,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,12,KiaOmni_Scissorhands,256,['I48.91'],I48.91 (unspecified atrial fibrillation).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,FullContext,256,['I63.9'],I63.9 (cerebral infarction unspecified).,0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,BlockSal,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,SnapKV,256,['I63.9'],"I63. (cerebral infarction, unspecified)",0.0,0.0,0.0,0.0,,,CORRECT,llm
BioMistral-7B,bio_lb,clinical_niah,4096,13,AdaSnapKV,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,H2O,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_σ8,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_Adaptive,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_RatioAdaptive,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_Quest,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_Gaussian,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_AnchorExp,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,13,KiaOmni_Scissorhands,256,['I63.9'],I63.9 (cerebral infarction unspecified),0.4,0.0,0.4,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,FullContext,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,BlockSal,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,SnapKV,256,['Z79.01'],Z79.1,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_lb,clinical_niah,4096,14,AdaSnapKV,256,['Z79.01'],Z79.01 (long-term current use of anticoagulants),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,H2O,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_σ8,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_Adaptive,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_RatioAdaptive,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_Quest,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_Gaussian,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_AnchorExp,256,['Z79.01'],Primary diagnosis: Z79.01 (long-term current use of anticoagulants).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,4096,14,KiaOmni_Scissorhands,256,['Z79.01'],The ICD-10 diagnosis code that appears in the clinical note is Z79.01.,0.18181818181818182,0.0,0.18181818181818182,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,FullContext,256,['N18.3'],N18.3 (chronic kidney disease stage 3).,0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,BlockSal,256,['N18.3'],N18.3 (chronic kidney disease stage 3),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,SnapKV,256,['N18.3'],N18.ch kid disease stage 3,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_lb,clinical_niah,8192,0,AdaSnapKV,256,['N18.3'],Primary diagnosis: N18.3 (chronic kidney disease stage 3).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,H2O,256,['N18.3'],"The ICD-10 diagnosis code that appears in the clinical note is N18.3, which represents chronic kidney disease stage 3.",0.1111111111111111,0.0,0.1111111111111111,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_σ8,256,['N18.3'],Primary diagnosis: N18.3 (chronic kidney disease stage 3).,0.2222222222222222,0.0,0.2222222222222222,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_Adaptive,256,['N18.3'],N18.3 (chronic kidney disease stage 3),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_RatioAdaptive,256,['N18.3'],"The ICD-10 diagnosis code that appears in the clinical note is N18.3, which represents chronic kidney disease stage 3.",0.1111111111111111,0.0,0.1111111111111111,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_Quest,256,['N18.3'],"The ICD-10 diagnosis code that appears in the clinical note is N18.3, which represents chronic kidney disease stage 3.",0.1111111111111111,0.0,0.1111111111111111,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_Gaussian,256,['N18.3'],N18.3 (chronic kidney disease stage 3),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_AnchorExp,256,['N18.3'],"The ICD-10 diagnosis code that appears in the clinical note is N18.3, which represents chronic kidney disease stage 3.",0.1111111111111111,0.0,0.1111111111111111,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,0,KiaOmni_Scissorhands,256,['N18.3'],"The ICD-10 diagnosis code that appears in the clinical note is N18.3, which represents chronic kidney disease stage 3.",0.1111111111111111,0.0,0.1111111111111111,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,FullContext,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications).,0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,BlockSal,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,SnapKV,256,['E11.9'],E11,0.0,0.0,0.0,0.0,,,HALLUCINATED,llm
BioMistral-7B,bio_lb,clinical_niah,8192,1,AdaSnapKV,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,H2O,256,['E11.9'],E11.9 (type 2 diabetesitus without complications).,0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_σ8,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_Adaptive,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_RatioAdaptive,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_Quest,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_Gaussian,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_AnchorExp,256,['E11.9'],E11.9 (type 2 diabetes mellitus without complications),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,1,KiaOmni_Scissorhands,256,['E11.9'],E11.9 (type 2 diabetesitus without complications).,0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,FullContext,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,BlockSal,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,SnapKV,256,['I21.0'],I21.0 ( elevation my anterior wall),0.3333333333333333,0.0,0.33333333333333337,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,AdaSnapKV,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,H2O,256,['I21.0'],I21.0 (ST elevation myocardarction anterior wall),0.2857142857142857,0.0,0.2857142857142857,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_σ8,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_Adaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_RatioAdaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_Quest,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_Gaussian,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_AnchorExp,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,2,KiaOmni_Scissorhands,256,['I21.0'],I21.0 (ST elevation myocard infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,FullContext,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung).,0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,BlockSal,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,SnapKV,256,['C34.10'],C34.10 or lung).,0.5,0.0,0.5,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,AdaSnapKV,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung).,0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,H2O,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_σ8,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_Adaptive,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung).,0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_RatioAdaptive,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_Quest,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_Gaussian,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_AnchorExp,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,3,KiaOmni_Scissorhands,256,['C34.10'],C34.10 (malignant neoplasm of upper lobe bronchus or lung),0.2,0.0,0.19999999999999998,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,FullContext,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,BlockSal,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,SnapKV,256,['I21.0'],I210,1.0,1.0,1.0,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,AdaSnapKV,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,H2O,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,KiaOmni_σ8,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall).,0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,KiaOmni_Adaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall).,0.25,0.0,0.25,1.0,,,CORRECT,auto
BioMistral-7B,bio_lb,clinical_niah,8192,4,KiaOmni_RatioAdaptive,256,['I21.0'],I21.0 (ST elevation myocardial infarction anterior wall),0.25,0.0,0.25,1.0,,,CORRECT,auto
